iter	RMSE
126	0.08585509628
127	0.08546319488
128	0.08511452206
129	0.08469381426
130	0.08442719333
131	0.08413870171
132	0.0838876271
133	0.08360015659
134	0.08346985711
135	0.08312244204
136	0.08286873366
137	0.08266865151
138	0.08236811437
139	0.08213880239
140	0.08178911922
141	0.08166851264
142	0.08149342623
143	0.08118810027
144	0.08089538733
145	0.08060857507
146	0.0804382385
147	0.08007190375
148	0.07977649715
149	0.07955075203
150	0.07939677065
151	0.0790332937
152	0.07872428294
153	0.07848996153
154	0.07828596675
155	0.07808146789
156	0.07790577934
157	0.07773577817
158	0.07756553128
159	0.07725524227
160	0.07691567405
161	0.07677296706
162	0.07652828632
163	0.07621430867
164	0.07600662597
165	0.0757157115
166	0.07546744549
167	0.07525217568
168	0.07487242109
169	0.07463344953
170	0.07443603148
171	0.07429031771
172	0.07408408632
173	0.07375241628
174	0.07344724877
175	0.07317805045
176	0.07296556078
177	0.07268169055
178	0.07248238805
179	0.07216591293
180	0.0719140086
181	0.07159749963
182	0.07142642121
183	0.07125266657
184	0.07104067668
185	0.07072663692
186	0.07060867096
187	0.07038135334
188	0.07012727884
189	0.06992107166
190	0.06976135869
191	0.06944816405
192	0.06924484567
193	0.06899788367
194	0.06881727947
195	0.06856110439
196	0.06828804895
197	0.06799790911
198	0.06768904033
199	0.06738789829
200	0.06709497167
201	0.06691750531
202	0.06663130041
203	0.06639147234
204	0.06622071319
205	0.06606785618
206	0.0658437584
207	0.06567591975
208	0.06546591432
209	0.06523356942
210	0.06497034442
211	0.06480638905
212	0.06459621565
213	0.06443479682
214	0.0642251587
215	0.06399553225
216	0.06383702402
217	0.06366110917
218	0.06350158664
219	0.06337281962
220	0.06320897567
221	0.0630776835
222	0.06292626298
223	0.06277625574
224	0.06255766434
225	0.06233106694
226	0.06213989317
227	0.06202088524
228	0.06177689602
229	0.06162118021
230	0.0614776638
231	0.06133534748
232	0.06119422308
233	0.0610740365
234	0.06091600251
235	0.06077769512
236	0.06065958113
237	0.06052863257
238	0.06040013734
239	0.06012206915
240	0.05988111168
241	0.05965226649
242	0.05942989984
243	0.05929856531
244	0.05916780276
245	0.05903837552
246	0.0588989716
247	0.05877205453
248	0.05849737884
249	0.05837169522
250	0.05824745392
251	0.05797677152
252	0.0577178963
253	0.05758567592
254	0.0574645232
255	0.05733450062
256	0.05721539634
257	0.05708678123
258	0.05687760141
259	0.05665535915
260	0.05653006833
261	0.05628240371
262	0.05610608195
263	0.05599252665
264	0.05587066331
265	0.0557589192
266	0.05564768178
267	0.05554058177
268	0.05526505397
269	0.05512659735
270	0.05501881624
271	0.0548091991
272	0.05453885911
273	0.05442414018
274	0.05424139108
275	0.05412829462
276	0.05402397132
277	0.05385862492
278	0.05375630182
279	0.05352851486
280	0.05326699882
281	0.05316605707
282	0.05294410386
283	0.05284443743
284	0.05258861478
285	0.05235540762
286	0.05212465669
287	0.05191219972
288	0.05166575966
289	0.05156119656
290	0.05133695094
291	0.05109568311
292	0.05089313118
293	0.05079019284
294	0.05059545909
295	0.05036132244
296	0.05016493211
297	0.04997060389
298	0.04977831478
299	0.04959764241
300	0.0494089882
301	0.04918713939
302	0.04896793458
303	0.04883779753
304	0.04862210095
305	0.04843722432
306	0.04823872033
307	0.048061476
308	0.04788608344
309	0.04771921721
310	0.04751473849
311	0.04731270032
312	0.04714412496
313	0.04699810997
314	0.04683203736
315	0.0466676987
316	0.04652810532
317	0.04636627829
318	0.04621130543
319	0.04607456286
320	0.04591661168
321	0.04576031767
322	0.0455758484
323	0.04542277631
324	0.04527130698
325	0.0451254822
326	0.04497692113
327	0.0448005969
328	0.0446550921
329	0.0445274287
330	0.04435592587
331	0.04423062413
332	0.04410646981
333	0.04398345329
334	0.04386156502
335	0.04370015656
336	0.04353718001
337	0.04341868518
338	0.04330127799
339	0.04318494933
340	0.04306969016
341	0.04293635191
342	0.04280444218
343	0.04267394496
344	0.04252150557
345	0.04241046692
346	0.04228340567
347	0.04217407934
348	0.04206576819
349	0.04194142645
350	0.04182053587
351	0.04170093641
352	0.04158019043
353	0.04146074692
354	0.04135678124
355	0.04123895218
356	0.04112209571
357	0.04102076181
358	0.0409302461
359	0.04083056479
360	0.04073182557
361	0.04061952091
362	0.04050721571
363	0.04041099364
364	0.04031568426
365	0.04020584543
366	0.04009722021
367	0.04000403252
368	0.0398972106
369	0.0397915712
370	0.03970046873
371	0.03961023938
372	0.03950695173
373	0.03938509136
374	0.0392821309
375	0.03918026627
376	0.03905958983
377	0.03894009797
378	0.03882177908
379	0.0387046217
380	0.03858861449
381	0.03847374621
382	0.03836000577
383	0.03824738216
384	0.0381358645
385	0.03802544204
386	0.0379161041
387	0.03780784016
388	0.03771314744
389	0.0376066178
390	0.03751341379
391	0.03740859466
392	0.0373168584
393	0.0372137263
394	0.03711161721
395	0.03702196858
396	0.03692150883
397	0.03683327798
398	0.03673162759
399	0.03665176255
400	0.03656412787
401	0.0364772641
402	0.03639771588
403	0.03629997022
404	0.03622105326
405	0.03613519476
406	0.03605677383
407	0.03597148707
408	0.03589355857
409	0.03581630255
410	0.03573139967
411	0.03565462828
412	0.03557028946
413	0.03549399927
414	0.03539567969
415	0.03531171766
416	0.03523647141
417	0.03516187688
418	0.03506763294
419	0.03498463941
420	0.03490237521
421	0.03480563305
422	0.03472391468
423	0.03464993551
424	0.03457659697
425	0.03449524603
426	0.03442236839
427	0.03432793984
428	0.03424695423
429	0.03417507705
430	0.03409462983
431	0.0340148888
432	0.03394329216
433	0.03387231731
434	0.03379293424
435	0.03372240592
436	0.03364354943
437	0.0335734647
438	0.03350398994
439	0.03342548715
440	0.03335644926
441	0.03327846685
442	0.03320986303
443	0.0331418576
444	0.03306422498
445	0.03299709625
446	0.03292003672
447	0.03285245329
448	0.03278545972
449	0.03270874501
450	0.03264217237
451	0.03256596539
452	0.03249981108
453	0.03242410833
454	0.03235836978
455	0.03229320661
456	0.03221784265
457	0.03215308914
458	0.03208723023
459	0.03201225777
460	0.03194806165
461	0.03187358508
462	0.03180979249
463	0.03174655968
464	0.03167241718
465	0.03160958204
466	0.03153593023
467	0.03147349042
468	0.03141159987
469	0.03133827941
470	0.03127346643
471	0.03120068001
472	0.03113916539
473	0.03106686048
474	0.03100573317
475	0.03094028107
476	0.03086824488
477	0.0308079856
478	0.03073642671
479	0.03067166124
480	0.03060052028
481	0.03054096679
482	0.03047736496
483	0.03040659095
484	0.03033643564
485	0.03027238884
486	0.03020895486
487	0.03013900526
488	0.03006966793
489	0.0300111165
490	0.0299483963
491	0.02987941622
492	0.02982136598
493	0.02975457875
494	0.02969691718
495	0.02963057498
496	0.02957329979
497	0.02950739999
498	0.02944521057
499	0.0293779279
500	0.0293210174
501	0.02925595421
502	0.02919942526
503	0.02913479604
504	0.02907864642
505	0.02901444865
506	0.02895277553
507	0.02888714686
508	0.02883135283
509	0.02876796899
510	0.02871254964
511	0.02864958916
512	0.02859454235
513	0.02853200279
514	0.02847083246
515	0.02840869236
516	0.02834708432
517	0.02829228814
518	0.02823797637
519	0.02817470256
520	0.02811544179
521	0.02805253702
522	0.02799366265
523	0.02793308264
524	0.02787104113
525	0.02781051186
526	0.02775081138
527	0.02769731887
528	0.02764429988
529	0.0275848882
530	0.02752598641
531	0.02746592181
532	0.02740544537
533	0.02735264816
534	0.02729323858
535	0.02723495343
536	0.02717716909
537	0.02711813607
538	0.0270607215
539	0.02700219035
540	0.02694514392
541	0.02688858882
542	0.02683601526
543	0.02677795526
544	0.02672165508
545	0.02666584027
546	0.02660815096
547	0.02655269518
548	0.0264977184
549	0.026440399
550	0.02638388697
551	0.02632709671
552	0.0262728056
553	0.02621650017
554	0.02616256061
555	0.02611015397
556	0.02605657566
557	0.02600072457
558	0.02594749351
559	0.02589472396
560	0.02583923445
561	0.02578680777
562	0.02573179314
563	0.02567970782
564	0.02562807518
565	0.02557341883
566	0.02552212324
567	0.02546979308
568	0.02541884088
569	0.02536462632
570	0.02531400707
571	0.02526200277
572	0.02521976499
573	0.02517800979
574	0.02513673032
575	0.02508675429
576	0.02503721378
577	0.02499625999
578	0.02494708039
579	0.02489833018
580	0.02485769709
581	0.02480930225
582	0.02476133074
583	0.0247210136
584	0.02467339205
585	0.02462436045
586	0.02458437017
587	0.0245374911
588	0.02449787765
589	0.02445134092
590	0.02440521298
591	0.02436590224
592	0.02432011149
593	0.02427472378
594	0.0242357118
595	0.02419065624
596	0.02414416964
597	0.02410546883
598	0.02406111905
599	0.02401716109
600	0.02397875228
601	0.02393511683
602	0.02389186766
603	0.0238537474
604	0.02381081597
605	0.02376644433
606	0.02372862584
607	0.02368637013
608	0.02364889856
609	0.02360695394
610	0.02356538232
611	0.02352818931
612	0.02348692421
613	0.0234460268
614	0.02340910946
615	0.02336851408
616	0.02332647062
617	0.02325460379
618	0.02321814977
619	0.0231780762
620	0.02313836064
621	0.02306718987
622	0.02302771009
623	0.0229916344
624	0.02295244722
625	0.02291361085
626	0.0228430091
627	0.02280440363
628	0.02276870097
629	0.02273038227
630	0.02269240734
631	0.02262236958
632	0.02256774854
633	0.02252990771
634	0.02247564769
635	0.02243805534
636	0.02240264754
637	0.02236533447
638	0.02232835673
639	0.02229321213
640	0.0222565096
641	0.02222013758
642	0.02218525377
643	0.02214915295
644	0.02211337788
645	0.02207875254
646	0.02204144126
647	0.0220062383
648	0.02193696509
649	0.02188253731
650	0.02184745713
651	0.02181318955
652	0.02177837173
653	0.02174386908
654	0.02170985574
655	0.02167561163
656	0.02163989865
657	0.02157139561
658	0.02151718357
659	0.02146341546
660	0.02142949865
661	0.02139582097
662	0.02136215823
663	0.02132880092
664	0.02129537256
665	0.02126226562
666	0.02122945967
667	0.02116192561
668	0.02110838489
669	0.02107569256
670	0.02102250639
671	0.02098938671
672	0.02095685747
673	0.02092462409
674	0.02089174874
675	0.02085798777
676	0.02082627307
677	0.0207936575
678	0.02076218174
679	0.02073099338
680	0.02066439251
681	0.02061132666
682	0.02058024574
683	0.0205479415
684	0.02051709504
685	0.02048478864
686	0.02045274053
687	0.02042239237
688	0.0203566404
689	0.0203038742
690	0.02027363024
691	0.02022121337
692	0.02018950063
693	0.0201594073
694	0.0201295894
695	0.02009811088
696	0.02006851862
697	0.02003749005
698	0.0199727126
699	0.01992059298
700	0.01986889481
701	0.01983958378
702	0.01980840077
703	0.01977931155
704	0.01975048918
705	0.01971953663
706	0.01969093283
707	0.01966259193
708	0.01963186822
709	0.01960374268
710	0.01957418968
711	0.01951032219
712	0.01945867553
713	0.01942829991
714	0.01940046972
715	0.01937289582
716	0.01934274538
717	0.0193153816
718	0.01925239012
719	0.01922519218
720	0.01917385255
721	0.01914402551
722	0.01911696287
723	0.01908740021
724	0.01906054417
725	0.01903393612
726	0.01897172236
727	0.01891016322
728	0.01885941983
729	0.01883028704
730	0.01880364238
731	0.01877724355
732	0.01874832747
733	0.01872213072
734	0.01866140942
735	0.01863285983
736	0.01860678121
737	0.0185809436
738	0.01852080531
739	0.01847049074
740	0.01844224317
741	0.0184164524
742	0.01838845586
743	0.01836286315
744	0.01831277331
745	0.0182873481
746	0.01822823855
747	0.01818862236
748	0.01816329795
749	0.01813579234
750	0.01808622278
751	0.01806102455
752	0.01801178021
753	0.01798674683
754	0.01793782605
755	0.01791047035
756	0.01786191985
757	0.01783694361
758	0.01778871248
759	0.01776390007
760	0.01773670774
761	0.01768877429
762	0.01764122314
763	0.01761646806
764	0.01758947368
765	0.01754221537
766	0.01751600653
767	0.01748924346
768	0.0174422682
769	0.01741774705
770	0.01737108176
771	0.01734450883
772	0.01729819496
773	0.01727373115
774	0.01722772326
775	0.01720186447
776	0.01717545532
777	0.01712972212
778	0.01710552851
779	0.01707932497
780	0.01703387131
781	0.01700979873
782	0.01696464594
783	0.01693862146
784	0.01689380746
785	0.01686827496
786	0.0168424665
787	0.01679791882
788	0.01677401145
789	0.01672975906
790	0.01670412313
791	0.01666020228
792	0.01663635229
793	0.01659272293
794	0.01656753723
795	0.01654204888
796	0.01651681507
797	0.01647341915
798	0.01644979578
799	0.01640668802
800	0.01638322097
801	0.01635811284
802	0.01631526594
803	0.01627276469
804	0.01624935486
805	0.01622440704
806	0.01618216259
807	0.01615741704
808	0.01613266967
809	0.01609067428
810	0.01606748746
811	0.01604292171
812	0.01600117934
813	0.0159781092
814	0.01593664497
815	0.01591223149
816	0.0158710758
817	0.01584806273
818	0.01580718161
819	0.01578289358
820	0.01575860939
821	0.01573456442
822	0.01569389596
823	0.01567110272
824	0.01563070571
825	0.01560806402
826	0.01558412745
827	0.01554397251
828	0.01550414344
829	0.01548017435
830	0.01545639691
831	0.01543285265
832	0.01539322868
833	0.0153707102
834	0.01533135117
835	0.01530898263
836	0.01528554049
837	0.01524641643
838	0.01520761066
839	0.01518529898
840	0.0151619929
841	0.01512341854
842	0.01510121977
843	0.01506290407
844	0.01503973189
845	0.01501630612
846	0.01499334035
847	0.0149552191
848	0.01493323356
849	0.01489536804
850	0.01487253237
851	0.01483494672
852	0.0148130178
853	0.01479033952
854	0.01475297697
855	0.01473115933
856	0.0146940478
857	0.01467106608
858	0.01464849518
859	0.01462614306
860	0.01458921764
861	0.01456761012
862	0.01453093288
863	0.01450870349
864	0.01447229671
865	0.01445074559
866	0.01441458379
867	0.01439317701
868	0.0143710339
869	0.01433508588
870	0.01431378801
871	0.01429179426
872	0.01425605852
873	0.01423360687
874	0.01421177706
875	0.0141762481
876	0.01415515596
877	0.01413347253
878	0.01409815299
879	0.01406312323
880	0.01404208698
881	0.01402051819
882	0.01398569472
883	0.01396476575
884	0.01394334032
885	0.0139087217
886	0.01388789953
887	0.01385351472
888	0.01383220085
889	0.01379806866
890	0.01377730227
891	0.01375549822
892	0.01373430741
893	0.01370032172
894	0.01367930361
895	0.01364556729
896	0.01362500227
897	0.01360412198
898	0.01357058343
899	0.01355012359
900	0.01351681193
901	0.01349603765
902	0.0134756825
903	0.01344256596
904	0.01342234782
905	0.01340167592
906	0.01336875316
907	0.01333610204
908	0.01331593893
909	0.01329537051
910	0.0132629103
911	0.01324167196
912	0.01322125219
913	0.01320102698
914	0.01316872256
915	0.01314872321
916	0.01311663774
917	0.0130965122
918	0.01307661546
919	0.01304471715
920	0.01302495453
921	0.01300492604
922	0.01297321362
923	0.01295355247
924	0.01292205537
925	0.01290212432
926	0.01287085736
927	0.01285125046
928	0.01283144636
929	0.01280036134
930	0.01278085522
931	0.01274998153
932	0.01273027266
933	0.01271086683
934	0.01268017266
935	0.01266058852
936	0.01263011844
937	0.01260964409
938	0.01259019898
939	0.01257098277
940	0.0125283086
941	0.0125091182
942	0.01248998623
943	0.01245972416
944	0.01244065556
945	0.01241061447
946	0.0123915356
947	0.01234971551
948	0.01233086708
949	0.01231187188
950	0.01229304958
951	0.01225166624
952	0.01223303371
953	0.01221429413
954	0.01218456657
955	0.01216605344
956	0.01213654323
957	0.01211785525
958	0.01209946039
959	0.01207012138
960	0.01205152956
961	0.01202238887
962	0.01200408295
963	0.01198558683
964	0.01195661508
965	0.01193842531
966	0.01190966521
967	0.01189122051
968	0.01187294355
969	0.01183302646
970	0.01181501751
971	0.0117968207
972	0.01176828526
973	0.01175039093
974	0.01172206398
975	0.01170391765
976	0.01168613688
977	0.01165797385
978	0.01163992104
979	0.01161194844
980	0.01159425264
981	0.01157629288
982	0.01154847432
983	0.01153063555
984	0.01150300104
985	0.011485361
986	0.01146761421
987	0.01144013178
988	0.01142250473
989	0.01139520436
990	0.01137761967
991	0.01135051084
992	0.01133293332
993	0.01130600419
994	0.01128854555
995	0.01127101582
996	0.01124423473
997	0.01122686616
998	0.01120026282
999	0.01118193132
985	0.003613554181
986	0.003601888564
987	0.003590939485
988	0.003579364372
989	0.003567875026
990	0.003558533188
991	0.003549260276
992	0.003538495501
993	0.003522028754
994	0.003510685369
995	0.003501558019
996	0.003490957989
997	0.003474708006
998	0.003463506845
999	0.003452388189
